"PRODUCT CODE","PRODUCT NAME","FRENCH PRODUCT NAME","language","ACCEPTANCE DATE","COMPANY CODE","SUB_CAT"
S018-488,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Ultradeep Base (K46T00154),Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Ultradeep Base (K46T00154),E,"2014-10-28 00:00:00",S018,"9"
S018-489,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Ultradeep Base (K46T00154),Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Ultradeep Base (K46T00154),E,"2014-10-28 00:00:00",S018,"11"
S018-490,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- White (K46W00151),Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- White (K46W00151),E,"2014-10-28 00:00:00",S018,"9"
S018-491,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- White (K46W00151),Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- White (K46W00151),E,"2014-10-28 00:00:00",S018,"11"
S018-492,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Deep Base (K46W00153) ,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Deep Base (K46W00153) ,E,"2014-10-28 00:00:00",S018,"9"
S018-493,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Deep Base (K46W00153) ,Pro Industrial Pre-Catalyzed Epoxy Semi-Gloss- Deep Base (K46W00153) ,E,"2014-10-28 00:00:00",S018,"11"
S018-494,Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Deep Base (K45WT00153)      ,Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Deep Base (K45WT00153)      ,E,"2014-10-28 00:00:00",S018,"9"
S018-495,Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Deep Base (K45WT00153)      ,Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Deep Base (K45WT00153)      ,E,"2014-10-28 00:00:00",S018,"11"
S018-496,Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Ultradeep Base (K45T00154),Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Ultradeep Base (K45T00154),E,"2014-10-28 00:00:00",S018,"9"
S018-497,Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Ultradeep Base (K45T00154),Pro Industrial Pre-Catalyzed Epoxy Eg-Shel Ultradeep Base (K45T00154),E,"2014-10-28 00:00:00",S018,"11"
S018-498,Pro Industrial Pre-Catalyzed Epoxy  Eg-Shel White (K45W00151) ,Pro Industrial Pre-Catalyzed Epoxy  Eg-Shel White (K45W00151) ,E,"2014-10-28 00:00:00",S018,"9"
S018-499,Pro Industrial Pre-Catalyzed Epoxy  Eg-Shel White (K45W00151) ,Pro Industrial Pre-Catalyzed Epoxy  Eg-Shel White (K45W00151) ,E,"2014-10-28 00:00:00",S018,"11"
S018-500,Pro Industrial Multi-Surface Acrylic Eg-Shel Extra White (B66W00561)   ,Pro Industrial Multi-Surface Acrylic Eg-Shel Extra White (B66W00561)   ,E,"2014-10-28 00:00:00",S018,"9"
S018-501,Pro Industrial Multi-Surface Acrylic Eg-Shel Extra White (B66W00561)   ,Pro Industrial Multi-Surface Acrylic Eg-Shel Extra White (B66W00561)   ,E,"2014-10-28 00:00:00",S018,"11"
S018-502,Pro Industrial Multi-Surface Acrylic  Eg-Shel Ultradeep Base (B66T00564),Pro Industrial Multi-Surface Acrylic  Eg-Shel Ultradeep Base (B66T00564),E,"2014-10-28 00:00:00",S018,"9"
S018-503,Pro Industrial Multi-Surface Acrylic  Eg-Shel Ultradeep Base (B66T00564),Pro Industrial Multi-Surface Acrylic  Eg-Shel Ultradeep Base (B66T00564),E,"2014-10-28 00:00:00",S018,"11"
S018-504,Pro Industrial Multi-Surface Acrylic Gloss Extra White (B66W00501) ,Pro Industrial Multi-Surface Acrylic Gloss Extra White (B66W00501) ,E,"2014-10-28 00:00:00",S018,"9"
S018-505,Pro Industrial Multi-Surface Acrylic Gloss Extra White (B66W00501) ,Pro Industrial Multi-Surface Acrylic Gloss Extra White (B66W00501) ,E,"2014-10-28 00:00:00",S018,"11"
S018-506,Pro Industrial Multi-Surface Acrylic  Gloss Ultradeep Base (B66T00504),Pro Industrial Multi-Surface Acrylic  Gloss Ultradeep Base (B66T00504),E,"2014-10-28 00:00:00",S018,"9"
S018-507,Pro Industrial Multi-Surface Acrylic  Gloss Ultradeep Base (B66T00504),Pro Industrial Multi-Surface Acrylic  Gloss Ultradeep Base (B66T00504),E,"2014-10-28 00:00:00",S018,"11"
S018-508,Phenicon HS Epoxy - Part A Off White (CK920WA11),Phenicon HS Epoxy - Part A Off White (CK920WA11),E,"2014-08-26 00:00:00",S018,"22"
S018-509,Phenicon HS Epoxy - Part A Light Gray (CK920A175),Phenicon HS Epoxy - Part A Light Gray (CK920A175),E,"2014-08-26 00:00:00",S018,"22"
S018-510,Phenicon HS Epoxy - Part B Hardener (CK700C685),Phenicon HS Epoxy - Part B Hardener (CK700C685),E,"2014-08-26 00:00:00",S018,"22"
S018-511,Phenicon HS Epoxy - Part B Low Temp Hardener (CK700C825),Phenicon HS Epoxy - Part B Low Temp Hardener (CK700C825),E,"2014-08-26 00:00:00",S018,"22"
S018-512,Phenicon HS Epoxy - Part A Light Blue (CK920L175),Phenicon HS Epoxy - Part A Light Blue (CK920L175),E,"2014-08-26 00:00:00",S018,"22"
S018-513,AquArmor Coating - Topcoat Part A Parchment (GP34662A62),AquArmor Coating - Topcoat Part A Parchment (GP34662A62),E,"2014-08-28 00:00:00",S018,"9"
S018-514,AquArmor Coating - Topcoat Part A Parchment (GP34662A62),AquArmor Coating - Topcoat Part A Parchment (GP34662A62),E,"2014-08-28 00:00:00",S018,"10"
S018-515,AquArmor Fiber - Part A White (GP3462G59),AquArmor Fiber - Part A White (GP3462G59),E,"2014-08-28 00:00:00",S018,"9"
S018-516,AquArmor Fiber - Part A White (GP3462G59),AquArmor Fiber - Part A White (GP3462G59),E,"2014-08-28 00:00:00",S018,"10"
S808-001,Clean 'n Green,Clean 'n Green,E,"2014-10-28 00:00:00",S808,"3"
U135-001,Thermalex 2000,Thermalex 2000,E,"2014-10-21 00:00:00",U135,"25"
U135-002,Thermalex 2000,Thermalex 2000,E,"2014-10-21 00:00:00",U135,"26"
V124-005,Velcro Brand Press-LOK 917 packaging closure                 ,Velcro Brand Press-LOK 917 packaging closure                 ,E,"2014-12-05 00:00:00",V124,"81"
V131-002,MRB Casing - Transparent,MRB Casing - Transparent,E,"2014-10-29 00:00:00",V131,"81"
V131-003,MRB Casing - Red,MRB Casing - Red,E,"2014-10-29 00:00:00",V131,"81"
V131-004,MRB Casing - Light Smoke,MRB Casing - Light Smoke,E,"2014-10-29 00:00:00",V131,"81"
V131-005,MRB Casing - Blassrot,MRB Casing - Blassrot,E,"2014-10-29 00:00:00",V131,"81"
V131-006,Blue FDA,Blue FDA,E,"2014-10-29 00:00:00",V131,"81"
W004-146,Adhere CPL,Adhere CPL,E,"2015-01-05 00:00:00",W004,"3"
